Stock,Q1 2017 date,Q1 2017 Est,Q1 2017 Act,Q2 2017 date,Q2 2017 Est,Q2 2017 Act,Q3 2017 date,Q3 2017 Est,Q3 2017 Act,Q4 2017 date,Q4 2017 Est,Q4 2017 Act,Q1 2018 date,Q1 2018 Est,Q1 2018 Act,Q2 2018 date,Q2 2018 Est,Q2 2018 Act,Q3 2018 date,Q3 2018 Est,Q3 2018 Act,Q4 2018 date,Q4 2018 Est,Q4 2018 Act
IPG,2017-02-10 13:30:00,0.67,0.75,2017-04-21 12:30:00,0.03,0.05,2017-07-25 12:30:00,0.34,0.27,2017-10-24 12:30:00,0.33,0.31,2018-02-14 13:30:00,0.77,0.79,2018-04-27 00:00:00,0.05,0.03,2018-07-24 00:00:00,0.43,0.43,2018-10-19 00:00:00,0.46,0.48
IPGP,2017-02-14 13:30:00,1.4,1.39,2017-05-02 12:30:00,1.2,1.38,2017-08-01 12:30:00,1.64,1.91,2017-10-31 12:30:00,1.82,2.11,2018-02-16 13:30:00,1.72,1.86,2018-05-01 00:00:00,1.79,1.93,2018-07-31 00:00:00,2.26,2.21,2018-10-30 00:00:00,1.85,1.84
IQV,2017-02-14 00:00:00,1.05,1.09,2017-05-03 00:00:00,0.96,1.01,2017-08-03 00:00:00,1.05,1.09,2017-10-26 00:00:00,1.14,1.19,2018-02-14 13:30:00,1.34,1.4,2018-05-02 00:00:00,1.27,1.34,2018-07-24 00:00:00,1.23,1.29,2018-10-22 00:00:00,1.39,1.42
IR,2017-07-26 12:30:00,1.46,1.49,2017-08-02 00:00:00,0.22,0.24,2017-10-25 12:30:00,1.43,1.44,2018-01-31 13:30:00,1.03,1.02,2018-02-15 00:00:00,0.48,0.48,2018-04-26 00:00:00,0.29,0.38,2018-08-01 00:00:00,0.41,0.44,2018-10-25 00:00:00,0.48,0.49
IRM,2017-02-23 13:30:00,0.28,0.26,2017-04-27 12:30:00,0.26,0.24,2017-07-28 12:30:00,0.27,0.3,2017-10-24 12:30:00,0.29,0.31,2018-02-16 13:30:00,0.31,0.29,2018-04-26 00:00:00,0.23,0.24,2018-07-27 00:00:00,0.25,0.3,2018-10-25 00:00:00,0.27,0.28
ISRG,2017-04-18 20:00:00,4.97,5.09,2017-07-20 20:00:00,1.93,1.98,2017-10-19 20:00:00,1.99,2.77,2018-01-10 21:00:00,2.27,2.54,2018-01-25 21:00:00,2.27,2.54,2018-04-17 00:00:00,2.07,2.44,2018-07-19 00:00:00,2.5,2.76,2018-10-18 00:00:00,2.66,2.83
IT,2017-02-02 13:30:00,0.98,0.97,2017-05-04 12:30:00,0.6,0.6,2017-08-08 12:30:00,0.83,0.88,2017-11-02 12:30:00,0.52,0.65,2018-02-06 13:30:00,1.32,1.17,2018-05-08 00:00:00,0.58,0.72,2018-08-01 00:00:00,0.96,1.03,2018-11-01 00:00:00,0.62,0.85
ITW,2017-01-25 00:00:00,1.37,1.39,2017-04-24 08:00:00,1.45,1.54,2017-07-24 08:00:00,1.64,1.69,2017-10-23 08:00:00,1.65,1.85,2018-01-24 08:00:00,1.62,1.7,2018-04-26 00:00:00,1.86,1.9,2018-07-23 00:00:00,1.97,1.97,2018-10-24 00:00:00,1.88,1.9
IVZ,2017-01-26 00:00:00,0.58,0.59,2017-04-27 06:55:00,0.56,0.61,2017-07-27 06:55:00,0.61,0.64,2017-10-26 06:55:00,0.66,0.71,2018-01-31 06:55:00,0.7,0.73,2018-04-26 00:00:00,0.66,0.67,2018-07-26 00:00:00,0.66,0.66,2018-10-18 00:00:00,0.66,0.66
JBHT,2017-01-19 00:00:00,1.01,0.97,2017-04-17 12:30:00,0.84,0.92,2017-07-17 00:00:00,0.92,0.88,2017-10-13 00:00:00,0.96,0.91,2018-01-18 00:00:00,0.93,0.87,2018-04-16 00:00:00,1.07,1.07,2018-07-16 00:00:00,1.28,1.37,2018-10-15 00:00:00,1.38,1.47
JCI,2017-02-01 13:30:00,0.52,0.53,2017-04-27 12:30:00,0.49,0.5,2017-07-27 12:30:00,0.71,0.71,2017-11-09 13:30:00,0.87,0.87,2018-01-31 13:30:00,0.53,0.54,2018-05-01 00:00:00,0.52,0.53,2018-07-31 00:00:00,0.79,0.81,2018-11-08 00:00:00,0.93,0.93
JEF,2017-02-27 00:00:00,0.23,0.37,2017-04-27 00:00:00,0.67,0.75,2017-07-27 00:00:00,0.3,0.16,2017-10-26 00:00:00,0.17,0.27,2018-02-22 21:00:00,0.47,0.48,2018-04-26 00:00:00,0.32,0.34,2018-07-26 00:00:00,1.88,2.03,2018-10-25 00:00:00,0.57,0.56
JKHY,2017-02-07 21:00:00,0.74,0.75,2017-05-02 20:00:00,0.72,0.77,2017-08-15 20:00:00,0.83,0.82,2017-11-07 21:00:00,0.79,0.82,2018-02-06 21:00:00,0.8,0.8,2018-05-01 00:00:00,0.86,0.93,2018-08-21 00:00:00,0.95,1.1,2018-11-06 00:00:00,0.93,1.08
JNJ,2017-01-24 00:00:00,1.56,1.58,2017-04-18 12:30:00,1.77,1.83,2017-07-18 12:30:00,1.8,1.83,2017-10-17 12:30:00,1.8,1.9,2018-01-23 13:30:00,1.72,1.74,2018-04-17 00:00:00,2.02,2.06,2018-07-17 00:00:00,2.07,2.1,2018-10-16 00:00:00,2.03,2.05
JNPR,2017-01-26 00:00:00,0.63,0.66,2017-04-25 20:00:00,0.42,0.46,2017-07-25 20:00:00,0.54,0.57,2017-10-24 20:00:00,0.55,0.55,2018-01-30 21:00:00,0.52,0.53,2018-05-01 00:00:00,0.26,0.28,2018-07-26 00:00:00,0.44,0.48,2018-10-23 00:00:00,0.45,0.54
JPM,2017-01-13 00:00:00,1.44,1.71,2017-04-13 12:30:00,1.52,1.65,2017-07-14 12:30:00,1.58,1.82,2017-10-12 12:30:00,1.65,1.76,2018-01-12 13:30:00,1.69,1.76,2018-04-13 00:00:00,2.28,2.37,2018-07-13 00:00:00,2.22,2.29,2018-10-12 00:00:00,2.25,2.34
JWN,2017-02-23 21:00:00,1.15,1.27,2017-05-11 20:00:00,0.28,0.37,2017-08-10 20:00:00,0.64,0.65,2017-11-09 21:00:00,0.63,0.67,2018-03-01 21:00:00,1.24,1.2,2018-05-17 00:00:00,0.43,0.51,2018-08-16 00:00:00,0.84,0.95,2018-11-15 00:00:00,0.66,0.67
K,2017-02-09 08:00:00,0.85,0.92,2017-05-04 12:30:00,0.99,1.06,2017-08-03 12:30:00,0.92,0.97,2017-10-31 12:30:00,0.94,1.05,2018-02-08 13:30:00,0.96,0.96,2018-05-03 00:00:00,1.08,1.23,2018-08-02 00:00:00,1.05,1.14,2018-10-31 00:00:00,1.06,1.06
KEY,2017-01-19 00:00:00,0.29,0.31,2017-04-20 12:30:00,0.28,0.27,2017-07-20 12:30:00,0.34,0.36,2017-10-19 12:30:00,0.35,0.32,2018-01-18 13:30:00,0.36,0.33,2018-04-19 00:00:00,0.38,0.38,2018-07-19 00:00:00,0.42,0.44,2018-10-18 00:00:00,0.45,0.45
KEYS,2017-02-16 21:00:00,0.56,0.57,2017-06-06 20:00:00,0.55,0.64,2017-08-30 20:00:00,0.6,0.61,2017-12-06 21:00:00,0.64,0.71,2018-03-01 21:00:00,0.39,0.51,2018-05-30 00:00:00,0.83,0.83,2018-08-21 00:00:00,0.79,0.89,2018-11-20 00:00:00,0.91,1.01
KHC,2017-02-15 00:00:00,0.88,0.91,2017-05-03 00:00:00,0.86,0.84,2017-08-03 00:00:00,0.95,0.98,2017-11-01 00:00:00,0.82,0.83,2018-02-16 00:00:00,0.95,0.9,2018-05-02 00:00:00,0.82,0.89,2018-08-03 00:00:00,0.92,1,2018-11-01 00:00:00,0.81,0.78
KIM,2017-02-02 21:00:00,0.15,0.16,2017-04-26 20:00:00,0.14,0.15,2017-07-26 20:00:00,0.14,0.31,2017-10-25 20:00:00,0.13,0.24,2018-02-15 13:30:00,0.15,0.17,2018-04-26 00:00:00,0.15,0.3,2018-07-26 00:00:00,0.16,0.36,2018-10-25 00:00:00,0.13,0.19
KLAC,2017-01-26 00:00:00,1.39,1.52,2017-04-27 20:00:00,1.55,1.62,2017-07-27 16:15:00,1.59,1.64,2017-10-26 10:59:00,1.64,1.8,2018-01-25 10:59:00,1.73,1.97,2018-04-26 00:00:00,1.99,2.02,2018-07-30 00:00:00,2.14,2.22,2018-10-29 00:00:00,2.21,2.46
KMB,2017-01-24 00:00:00,1.42,1.45,2017-04-24 12:30:00,1.55,1.57,2017-07-25 12:30:00,1.49,1.49,2017-10-23 12:30:00,1.54,1.6,2018-01-23 13:30:00,1.55,1.57,2018-04-23 00:00:00,1.69,1.71,2018-07-24 00:00:00,1.57,1.59,2018-10-22 00:00:00,1.64,1.71
KMI,2017-01-18 00:00:00,0.18,0.18,2017-04-19 20:00:00,0.18,0.17,2017-07-19 00:00:00,0.15,0.14,2017-10-18 00:00:00,0.15,0.15,2018-01-17 21:00:00,0.18,0.21,2018-04-18 00:00:00,0.21,0.22,2018-07-18 00:00:00,0.19,0.2,2018-10-17 00:00:00,0.21,0.22
KMX,2017-04-06 12:30:00,0.79,0.81,2017-06-21 12:30:00,0.98,1.13,2017-09-22 12:30:00,0.95,0.98,2017-12-21 13:30:00,0.81,0.81,2018-04-04 00:00:00,0.87,0.77,2018-06-22 00:00:00,1.24,1.33,2018-09-26 00:00:00,1.22,1.24,2018-12-21 00:00:00,1,1.09
KO,2017-02-09 13:30:00,0.37,0.37,2017-04-25 12:30:00,0.44,0.43,2017-07-26 12:30:00,0.58,0.59,2017-10-25 12:30:00,0.49,0.5,2018-02-16 13:30:00,0.39,0.39,2018-04-24 00:00:00,0.46,0.47,2018-07-25 00:00:00,0.6,0.61,2018-10-30 00:00:00,0.55,0.58
KR,2017-03-02 13:30:00,0.52,0.53,2017-06-15 12:30:00,0.58,0.58,2017-09-08 12:30:00,0.39,0.39,2017-11-30 13:30:00,0.4,0.44,2018-03-08 13:30:00,0.63,0.63,2018-06-21 00:00:00,0.63,0.73,2018-09-13 00:00:00,0.38,0.41,2018-12-06 00:00:00,0.43,0.48
KSS,2017-02-23 07:00:00,1.33,1.44,2017-05-11 12:30:00,0.29,0.39,2017-08-10 12:30:00,1.19,1.24,2017-11-09 13:30:00,0.72,0.7,2018-03-01 07:00:00,1.77,1.87,2018-05-22 00:00:00,0.5,0.64,2018-08-21 00:00:00,1.64,1.76,2018-11-20 00:00:00,0.96,0.98
KSU,2017-01-20 00:00:00,1.17,1.12,2017-04-21 12:30:00,1.16,1.17,2017-07-21 12:30:00,1.28,1.33,2017-10-20 12:30:00,1.31,1.35,2018-01-19 13:30:00,1.37,1.38,2018-04-20 00:00:00,1.33,1.3,2018-07-20 00:00:00,1.52,1.54,2018-10-19 00:00:00,1.57,1.57
L,2017-02-06 13:30:00,0.63,0.73,2017-05-01 12:30:00,0.66,0.81,2017-07-31 12:30:00,0.76,0.68,2017-10-30 12:30:00,0.02,0.53,2018-02-12 10:59:00,0.71,0.81,2018-04-30 00:00:00,0.78,0.8,2018-07-30 00:00:00,0.73,0.76,2018-11-05 00:00:00,0.98,0.84
LB,2017-02-22 21:00:00,1.9,2.03,2017-05-17 20:00:00,0.29,0.33,2017-08-16 20:00:00,0.44,0.48,2017-11-15 21:00:00,0.3,0.3,2018-02-28 21:00:00,2.05,2.11,2018-05-23 00:00:00,0.16,0.17,2018-08-22 00:00:00,0.34,0.36,2018-11-19 00:00:00,0.15,0.16
LEG,2017-01-30 00:00:00,0.58,0.53,2017-04-27 20:00:00,0.59,0.62,2017-07-27 20:00:00,0.65,0.64,2017-10-26 20:00:00,0.6,0.61,2018-02-05 21:00:00,0.62,0.59,2018-04-26 00:00:00,0.59,0.57,2018-07-26 00:00:00,0.62,0.63,2018-10-25 00:00:00,0.71,0.66
LH,2017-02-16 13:30:00,2.13,2.15,2017-04-25 12:30:00,2.2,2.22,2017-07-26 00:00:00,2.4,2.47,2017-10-25 00:00:00,2.39,2.46,2018-02-06 13:30:00,2.38,2.45,2018-04-25 00:00:00,2.63,2.78,2018-07-25 00:00:00,2.93,2.98,2018-10-24 00:00:00,2.88,2.74
LIN,2017-04-27 00:00:00,1.34,1.37,2017-07-27 00:00:00,1.43,1.46,2017-10-26 00:00:00,1.45,1.5,2018-01-25 00:00:00,1.48,1.52,2018-03-23 00:00:00,1.48,1.52,2018-04-26 00:00:00,1.56,1.65,2018-07-26 00:00:00,1.69,1.72,2018-11-09 00:00:00,1.6,1.69
LKQ,2017-02-23 13:30:00,0.4,0.39,2017-04-27 12:30:00,0.46,0.49,2017-07-27 12:30:00,0.52,0.53,2017-10-26 12:30:00,0.42,0.45,2018-02-22 13:30:00,0.42,0.41,2018-04-26 00:00:00,0.59,0.55,2018-07-26 00:00:00,0.58,0.61,2018-10-25 00:00:00,0.56,0.56
LLY,2017-01-31 00:00:00,0.98,0.95,2017-04-25 12:30:00,0.96,0.98,2017-07-25 12:30:00,1.05,1.11,2017-10-24 12:30:00,1.03,1.05,2018-01-31 13:30:00,1.07,1.14,2018-04-24 00:00:00,1.13,1.34,2018-07-24 00:00:00,1.3,1.5,2018-11-06 00:00:00,1.35,1.39
LMT,2017-01-24 00:00:00,3.06,3.25,2017-04-25 12:30:00,2.79,2.61,2017-07-18 12:30:00,3.11,3.23,2017-10-24 12:30:00,3.26,3.24,2018-01-29 13:30:00,4.07,-2.25,2018-04-24 00:00:00,3.4,4.02,2018-07-24 00:00:00,3.92,4.05,2018-10-23 00:00:00,4.31,5.14
LNC,2017-02-01 21:00:00,1.71,1.77,2017-05-03 20:00:00,1.61,1.92,2017-08-02 20:00:00,1.75,1.85,2017-11-01 20:00:00,1.84,2.03,2018-01-31 21:00:00,1.94,1.98,2018-05-02 00:00:00,1.94,1.97,2018-08-01 00:00:00,2.1,2.02,2018-11-01 00:00:00,2.17,2.34
LNT,2017-02-23 21:00:00,0.28,0.28,2017-05-03 20:00:00,0.43,0.44,2017-08-03 20:00:00,0.38,0.41,2017-11-02 20:00:00,0.86,0.75,2018-02-22 21:00:00,0.36,0.33,2018-05-02 00:00:00,0.5,0.52,2018-08-02 00:00:00,0.45,0.43,2018-11-06 00:00:00,0.84,0.85
LOW,2017-03-01 13:30:00,0.79,0.86,2017-05-24 12:30:00,1.06,1.03,2017-08-23 12:30:00,1.61,1.57,2017-11-21 13:30:00,1.03,1.05,2018-02-28 13:30:00,0.87,0.74,2018-05-23 00:00:00,1.22,1.19,2018-08-22 00:00:00,2.02,2.07,2018-11-20 00:00:00,0.98,1.04
LRCX,2017-01-25 00:00:00,2.19,2.24,2017-04-18 20:00:00,2.55,2.8,2017-07-26 20:00:00,3.03,3.11,2017-10-17 20:00:00,3.28,3.46,2018-01-24 21:00:00,3.68,4.34,2018-04-17 00:00:00,4.38,4.79,2018-07-26 00:00:00,4.94,5.31,2018-10-16 00:00:00,3.22,3.36
LUV,2017-01-26 00:00:00,0.7,0.75,2017-04-27 06:30:00,0.63,0.61,2017-07-27 06:30:00,1.2,1.24,2017-10-26 06:30:00,0.87,0.88,2018-01-25 06:30:00,0.77,0.77,2018-04-26 00:00:00,0.74,0.75,2018-07-26 00:00:00,1.23,1.26,2018-10-25 00:00:00,1.07,1.08
LW,2017-01-10 00:00:00,0.55,0.63,2017-04-06 00:00:00,0.53,0.59,2017-07-25 00:00:00,0.49,0.51,2017-10-04 00:00:00,0.49,0.57,2018-01-04 13:30:00,0.53,0.54,2018-04-05 00:00:00,0.77,0.91,2018-07-25 00:00:00,0.62,0.65,2018-10-02 00:00:00,0.68,0.73
LYB,2017-02-03 13:30:00,2.15,2.16,2017-04-28 12:30:00,2.36,2.26,2017-07-28 10:59:00,2.67,2.82,2017-10-27 12:30:00,2.48,2.41,2018-02-02 13:30:00,2.56,2.73,2018-04-27 00:00:00,2.75,3.11,2018-08-03 00:00:00,2.92,3.34,2018-10-30 00:00:00,2.68,2.96
M,2017-02-21 13:30:00,1.96,2.02,2017-05-11 12:30:00,0.34,0.24,2017-08-10 12:30:00,0.46,0.48,2017-11-09 13:30:00,0.19,0.23,2018-02-27 13:30:00,2.71,2.82,2018-05-16 00:00:00,0.37,0.48,2018-08-15 00:00:00,0.51,0.7,2018-11-14 00:00:00,0.14,0.27
MA,2017-01-31 00:00:00,0.85,0.86,2017-05-02 12:30:00,0.95,1.01,2017-07-27 12:30:00,1.04,1.1,2017-10-31 12:30:00,1.23,1.34,2018-02-01 13:30:00,1.12,1.14,2018-05-02 00:00:00,1.25,1.5,2018-07-26 00:00:00,1.53,1.66,2018-10-30 00:00:00,1.68,1.78
MAA,2017-02-01 21:00:00,0.51,0.46,2017-04-26 20:00:00,0.54,0.36,2017-07-26 20:00:00,0.33,0.42,2017-10-25 20:00:00,0.41,1,2018-01-31 21:00:00,0.48,0.48,2018-05-02 00:00:00,0.46,0.42,2018-08-01 00:00:00,0.46,0.52,2018-10-31 00:00:00,0.47,0.46
MAC,2017-02-06 21:00:00,0.34,0.26,2017-04-27 20:00:00,0.03,0.48,2017-08-02 20:00:00,0.14,0.19,2017-10-30 20:00:00,0.18,0.12,2018-02-05 21:00:00,0.33,0.31,2018-05-02 00:00:00,0.02,-0.23,2018-08-01 00:00:00,0.15,0.05,2018-10-31 00:00:00,0.19,0.49
MAR,2017-02-15 21:00:00,0.84,0.85,2017-05-08 20:00:00,0.91,1.01,2017-08-07 20:00:00,1.02,1.13,2017-11-07 21:00:00,0.99,1.1,2018-02-14 17:00:00,1,1.12,2018-05-08 00:00:00,1.22,1.34,2018-08-06 00:00:00,1.38,1.73,2018-11-05 00:00:00,1.31,1.7
MAS,2017-02-09 07:00:00,0.34,0.33,2017-04-25 07:00:00,0.36,0.41,2017-07-27 07:00:00,0.6,0.6,2017-10-24 07:00:00,0.52,0.5,2018-02-08 07:00:00,0.44,0.44,2018-04-24 00:00:00,0.49,0.45,2018-07-31 00:00:00,0.77,0.75,2018-10-30 00:00:00,0.7,0.65
MAT,2017-01-25 00:00:00,0.71,0.52,2017-04-20 16:05:00,-0.17,-0.32,2017-07-27 00:00:00,-0.09,-0.14,2017-10-26 00:00:00,0.57,0.09,2018-02-01 16:05:00,0.17,-0.72,2018-04-26 00:00:00,-0.39,-0.6,2018-07-25 00:00:00,-0.3,-0.56,2018-10-25 00:00:00,0.2,0.18
MCD,2017-01-23 00:00:00,1.41,1.43,2017-04-25 12:30:00,1.33,1.47,2017-07-25 12:30:00,1.62,1.7,2017-10-24 12:30:00,1.77,1.76,2018-01-30 13:30:00,1.59,1.71,2018-04-30 00:00:00,1.67,1.79,2018-07-26 00:00:00,1.92,1.99,2018-10-23 00:00:00,1.99,2.1
MCHP,2017-02-07 21:00:00,0.86,1.05,2017-05-09 20:00:00,1.06,1.16,2017-08-03 20:00:00,1.23,1.31,2017-11-06 21:00:00,1.35,1.41,2018-02-06 21:00:00,1.35,1.36,2018-05-08 00:00:00,1.34,1.4,2018-08-09 00:00:00,1.48,1.61,2018-11-07 00:00:00,1.73,1.81
MCK,2017-01-25 00:00:00,2.92,3.05,2017-05-18 20:00:00,3,3.41,2017-07-27 12:30:00,2.83,2.46,2017-10-26 12:30:00,2.8,3.28,2018-02-01 13:30:00,2.94,3.41,2018-05-24 00:00:00,3.56,3.49,2018-07-26 00:00:00,2.89,2.9,2018-10-25 00:00:00,3.28,3.6
MCO,2017-02-17 13:30:00,1.24,1.23,2017-05-05 12:30:00,1.24,1.47,2017-07-21 12:30:00,1.34,1.51,2017-11-03 12:30:00,1.4,1.52,2018-02-09 13:30:00,1.45,1.51,2018-04-27 00:00:00,1.8,2.02,2018-07-27 00:00:00,1.89,2.04,2018-10-26 00:00:00,1.78,1.69
MDLZ,2017-02-07 16:00:00,0.48,0.47,2017-05-02 16:00:00,0.5,0.52,2017-08-02 07:00:00,0.46,0.48,2017-10-30 16:00:00,0.54,0.57,2018-01-31 16:05:00,0.56,0.57,2018-05-01 00:00:00,0.61,0.62,2018-07-25 00:00:00,0.54,0.56,2018-10-29 00:00:00,0.61,0.62
MDT,2017-05-25 12:30:00,1.31,1.33,2017-08-22 12:30:00,1.08,1.12,2017-11-08 21:00:00,0.98,1.07,2017-11-21 13:30:00,0.98,1.07,2018-02-20 13:30:00,1.17,1.17,2018-05-24 00:00:00,1.39,1.42,2018-08-21 00:00:00,1.11,1.17,2018-11-20 00:00:00,1.15,1.22
MET,2017-05-03 20:00:00,1.27,1.41,2017-08-02 20:00:00,1.28,1.04,2017-11-01 20:00:00,0.9,1.09,2018-02-13 21:00:00,0.64,0.64,2018-02-14 08:00:00,0.64,0.64,2018-05-02 00:00:00,1.17,1.36,2018-08-01 00:00:00,1.17,1.3,2018-11-01 00:00:00,1.27,1.38
MGM,2017-02-16 13:30:00,0.21,0.11,2017-04-27 12:30:00,0.29,0.38,2017-07-27 12:30:00,0.3,0.3,2017-11-08 13:30:00,0.34,0.34,2018-02-20 13:30:00,0.08,0,2018-04-26 00:00:00,0.29,0.38,2018-08-02 00:00:00,0.29,0.21,2018-10-30 00:00:00,0.19,0.26
MHK,2017-02-09 21:00:00,3.22,3.26,2017-04-27 20:00:00,2.72,2.72,2017-07-27 20:00:00,3.6,3.72,2017-10-26 20:00:00,3.74,3.75,2018-02-08 21:00:00,3.32,3.42,2018-04-26 00:00:00,3,3.01,2018-07-25 00:00:00,3.9,3.51,2018-10-25 00:00:00,3.58,3.29
MKC,2017-01-25 00:00:00,1.27,1.27,2017-03-28 12:30:00,0.74,0.76,2017-06-29 12:30:00,0.76,0.82,2017-09-28 12:30:00,1.05,1.12,2018-01-25 13:30:00,1.52,1.54,2018-03-27 00:00:00,0.91,1,2018-06-28 00:00:00,0.93,1.02,2018-09-27 00:00:00,1.27,1.28
